"surname","count","pctwhite","pctblack","pctapi","pcthispanic","pctothers"
"KEMPTON",3130,94.76,1.21,0.42,1.92,1.69
"PALADINO",3130,93.42,0.159999999999997,0.38,4.19,1.85
"BERARDI",3129,96.16,0.0600000000000023,0.42,2.56,0.800000000000002
"PIZZO",3129,95.91,0.145000000000003,0.29,1.98,1.675
"CRANSTON",3128,91.3091309130913,4.32043204320432,0.54005400540054,1.5001500150015,2.33023302330233
"FROMM",3128,96.3503649635036,0.53994600539946,0.60993900609939,0.92990700929907,1.56984301569843
"OHALLORAN",3128,94.76,0.42,0.7,2.37,1.75
"PULVER",3128,95.3395339533953,0.22002200220022,0.64006400640064,2.08020802080208,1.72017201720172
"ROWDEN",3128,87.1287128712871,8.6008600860086,0.35003500350035,1.85018501850185,2.07020702070207
"CAPOBIANCO",3127,96.9,0.16,0.35,1.28,1.31
"GALLION",3127,81.26,13.27,0.32,2.56,2.59
"HOUSEMAN",3127,95.4204579542046,1.08989101089891,0.50994900509949,1.56984301569843,1.40985901409859
"KAHLE",3127,96.58,0.22,0.74,1.28,1.18
"MALOTT",3127,93.4193419341934,0.74007400740074,1.15011501150115,1.85018501850185,2.84028402840284
"MAUL",3127,84.9315068493151,9.4990500949905,1.21987801219878,2.84971502849715,1.4998500149985
"THIESSEN",3127,94.05,0.61,0.93,2.37,2.04
"PAULY",3126,96.1996199619962,0.48004800480048,0.83008300830083,1.47014701470147,1.02010201020102
"PELLERIN",3126,90.1109889011099,5.78942105789421,0.73992600739926,1.08989101089891,2.26977302269773
"TRESSLER",3126,97.57,0.29,0.110000000000007,1.34,0.690000000000006
"CRYER",3124,77.5,17.29,0.35,1.5,3.36
"FIRTH",3124,96.1503849615039,0.41995800419958,0.98990100989901,0.92990700929907,1.50984901509849
"JEANLOUIS",3124,1.18,85.82,0.165000000000006,2.11,10.725
"SAINZ",3124,14.1214121412141,0.38003800380038,1.09010901090109,83.008300830083,1.4001400140014
"CHRONISTER",3123,95.1,0.210000000000001,0.210000000000001,1.57,2.91
"HAYASHI",3123,7.78,0.0650000000000048,82.77,1.6,7.785
"MONG",3123,44.44,1.28,49.57,2.18,2.53
"POSNER",3123,95.81,0.174999999999997,0.83,1.73,1.455
"TRAWICK",3123,70.25,26,0.42,1.12,2.21
"CUEVA",3122,5.25052505250525,0.16001600160016,6.31063106310631,87.3887388738874,0.89008900890089
"SHERWIN",3122,96.86,0.86,0.42,0.74,1.12
"GORDEN",3121,72.86,21.95,0.29,2.34,2.56
"LACASSE",3121,96.1996199619962,0.32003200320032,0.38003800380038,1.6001600160016,1.5001500150015
"BOHL",3120,96.86,0.16,0.45,1.67,0.86
"COAN",3120,91.5008499150085,3.23967603239676,0.57994200579942,1.40985901409859,3.26967303269673
"HOCKER",3120,81.3181318131813,15.3215321532153,0.38003800380038,0.9000900090009,2.08020802080208
"TWIGG",3120,95.2504749525047,1.08989101089891,0.47995200479952,0.76992300769923,2.40975902409759
"GOODALE",3119,95.42,0.48,0.74,1.38,1.98
"LOEB",3119,93.78,2.76,0.384999999999998,1.86,1.215
"PERRAULT",3119,85.35,5.77,0.67,2.76,5.45
"URBANO",3119,27.83,1.06,12.86,56.33,1.92
"CARCAMO",3118,4.01,2.05,0.55,92.94,0.450000000000003
"FRAWLEY",3118,97.08,0.26,0.58,1.12,0.96
"RICHBURG",3118,42.24,54.14,0.29,0.96,2.37
"HENNINGS",3117,81.031896810319,13.5386461353865,0.8999100089991,2.27977202279772,2.24977502249775
"MOFFAT",3117,94.51,1.25,1.03,1.67,1.54
"WEYER",3117,96.47,0.125,0.42,2.09,0.895
"MYATT",3116,85.27,11.23,0.22,1.67,1.61
"TUNNELL",3115,88.67,6.77,0.45,1.57,2.54
"ULLMAN",3115,96.4303569643036,0.28997100289971,0.66993300669933,1.15988401159884,1.44985501449855
"HERN",3114,83.91,3.34,0.61,9.31,2.83
"LOPRESTI",3114,95.76,0.144999999999996,0.32,2.57,1.205
"JAGGERS",3113,91.52,4.24,0.32,1.83,2.09
"KNISLEY",3113,97.04,0.26,0.29,1.16,1.25
"SONNENBERG",3113,96.34,0.19,0.8,1.77,0.9
"TANKSLEY",3113,53.49,42.72,0.35,0.87,2.57
"TWOMEY",3113,96.08,0.26,0.35,1.51,1.8
"POPPE",3112,97.14,0.195,0.35,1.38,0.935
"RACHAL",3112,60.09,27.51,0.42,3.82,8.16
"KANIA",3111,93.44,0.84,2.6,1.38,1.74
"KYSER",3111,78.4221577842216,16.7783221677832,0.41995800419958,1.73982601739826,2.63973602639736
"MILLSAPS",3111,88.56,8.45,0.29,1.03,1.67
"PATTY",3111,87.7287728772877,6.94069406940694,0.58005800580058,1.86018601860186,2.89028902890289
"PEIRCE",3111,93.51,3.5,0.39,1.16,1.44
"POUND",3111,91.96,3.86,1.03,1.38,1.77
"ROMER",3111,86.9286928692869,5.46054605460546,1.06010601060106,3.89038903890389,2.66026602660266
"SPEAKMAN",3111,93.9506049395061,1.8998100189981,0.34996500349965,1.8998100189981,1.8998100189981
"VOS",3111,95.85,0.26,0.87,1.22,1.8
"TELFORD",3110,79.2379237923792,16.5316531653165,0.64006400640064,1.86018601860186,1.73017301730173
"HEGARTY",3109,97.33,0.26,0.29,1.38,0.74
"KELLETT",3109,96.49,0.29,0.71,0.71,1.8
"MICHAELIS",3108,95.85,0.26,0.9,1.67,1.32
"HALLIGAN",3107,95.56,0.42,0.45,1.61,1.96
"HERB",3107,95.01,2.22,0.58,1.16,1.03
"MAUGHAN",3107,96.4,0.61,0.32,1.35,1.32
"RAINER",3107,73.45,22.59,0.45,1.35,2.16
"ROBICHAUD",3107,97.23,0.229999999999997,0.48,0.9,1.16
"BLOM",3106,96.7403259674033,0.31996800319968,0.44995500449955,1.25987401259874,1.22987701229877
"FISCUS",3106,97.000299970003,0.22997700229977,0.34996500349965,1.18988101189881,1.22987701229877
"LAVINE",3106,81.26,13.94,0.55,1.35,2.9
"SICKLER",3106,93.6206379362064,0.28997100289971,0.47995200479952,3.66963303669633,1.93980601939806
"MEDEL",3105,12.05,0.35,4.57,82.03,1
"BOLYARD",3104,97.58,0.26,0.26,0.61,1.29
"CREEKMORE",3104,88.3488348834884,6.31063106310631,0.19001900190019,1.000100010001,4.15041504150415
"HASKIN",3104,80.22,14.66,0.77,1.39,2.96
"LALIBERTE",3104,97.2,0.18,0.48,0.93,1.21
"MAGRUDER",3104,83.47,13.76,0.26,1.06,1.45
"SECOR",3104,95.23,0.45,0.45,2.45,1.42
"BERNABE",3103,9.96099609960996,1.35013501350135,21.2421242124212,65.1965196519652,2.25022502250225
"CAVIN",3103,88.3,6.93,0.61,1.42,2.74
"DRAGO",3103,92.62,0.97,0.32,4.71,1.38
"LEADER",3103,88.37,5.09,0.58,2.03,3.93
"LUKENS",3103,95.97,0.240000000000002,0.52,1.97,1.3
"VASSALLO",3103,90.88,0.0500000000000043,0.32,7.67,1.08
"PLETCHER",3102,96.68,0.42,0.42,1.03,1.45
"EDINGTON",3101,90.55,5.06,0.84,1.64,1.91
"FUSON",3101,92.1,0.29,0.39,1.68,5.54
"HASSON",3101,90.81,3.81,0.545000000000002,1.84,2.995
"HUCKABEE",3101,91.49,4.35,0.23,1.55,2.38
"EICHLER",3100,96.6196619661966,0.58005800580058,0.45004500450045,1.32013201320132,1.03010301030103
"HERING",3100,95.87,1.16,0.84,1.48,0.649999999999991
"VONG",3100,5.06,0.390000000000001,89.48,1.16,3.91
"MARDIS",3099,87.06,9.36,0.42,1.26,1.9
"GU",3098,1.94,0.285000000000004,95.13,1.52,1.125
"BILYEU",3097,94.51,0.39,0.61,1.91,2.58
"DUNTON",3097,84.66,9.91,0.68,2.1,2.65
"FRAGOSO",3097,11.6588341165883,0.54994500549945,0.35996400359964,85.9414058594141,1.48985101489851
"GAMA",3097,17.53,1.23,2.36,77.14,1.74
"RUNION",3097,95.8,0.42,0.58,1.29,1.91
"SEGARRA",3097,12.7887211278872,0.35996400359964,1.35986401359864,84.9415058494151,0.54994500549945
"CRUMPLER",3096,77,19.38,0.19,1.52,1.91
"FRADY",3096,96.6496649664967,0.61006100610061,0.19001900190019,1.000100010001,1.55015501550155
"LEWELLEN",3096,93.06,2.71,0.65,1.71,1.87
"FURLOW",3095,55.2555255525553,41.6841684168417,0.19001900190019,1.13011301130113,1.74017401740174
"JESKE",3095,95.9,0.26,0.26,1.84,1.74
"DELAPENA",3094,10.5,0.55,26.28,59.57,3.1
"HAMLET",3094,62.9,32.19,0.19,2.26,2.46
"KALE",3094,80.0519948005199,6.20937906209379,9.72902709729027,1.64983501649835,2.35976402359764
"MASSENGALE",3094,88.46,8.11,0.42,1.07,1.94
"GALLI",3093,92.6,0.74,0.68,4.14,1.84
"ESTEBAN",3092,6.98930106989301,0.38996100389961,32.1467853214679,57.1442855714429,3.32966703329667
"GREESON",3092,95.83,1.29,0.29,0.71,1.88
"SHUE",3091,89.8310168983102,0.38996100389961,7.27927207279272,0.90990900909909,1.58984101589841
"MAITLAND",3090,80.5419458054195,13.2386761323868,0.51994800519948,2.61973802619738,3.07969203079692
"PINNEY",3090,92.5414917016597,3.10937812437512,0.489902019596081,1.61967606478704,2.23955208958208
"POLLAK",3090,94.76,0.49,0.52,1.84,2.39
"RUFFNER",3090,92.4807519248075,4.5995400459954,0.48995100489951,1.32986701329867,1.0998900109989
"STEVEN",3090,71.55,19.64,1.04,3.79,3.98
"FRAIRE",3089,6.09,0.174999999999997,0.174999999999997,92.62,0.94
"HOCKETT",3089,82.71,12.5,0.71,1.13,2.95
"ELBERT",3088,78.7521247875213,17.1282871712829,0.48995100489951,0.86991300869913,2.75972402759724
"HOGGARD",3088,75.42,20.47,0.204999999999998,1.3,2.605
"LABARGE",3088,93.26,0.164999999999999,0.164999999999999,0.84,5.57
"MULHERN",3088,96.41,0.23,0.32,1.55,1.49
"SILCOX",3088,96.57,0.210000000000001,0.210000000000001,0.84,2.17
"SAEZ",3087,9.72,1.78,1.33,86.46,0.71
"DARLINGTON",3086,82.08,14.39,0.195,1.81,1.525
"MCCARROLL",3086,74.5,20.48,0.32,2.27,2.43
"PALAZZO",3086,96.01,0.195,0.49,2.2,1.105
"PILLOW",3086,75.1175117511751,21.1621162116212,0.55005500550055,1.07010701070107,2.1002100210021
"SLUDER",3086,97.6,0.16,0.36,1.04,0.84
"STAMP",3086,86.9013098690131,7.61923807619238,0.67993200679932,2.3997600239976,2.3997600239976
"BLAHA",3085,96.3496349634963,0.58005800580058,0.32003200320032,1.43014301430143,1.32013201320132
"DEMARIA",3085,94.81,0.68,0.26,2.76,1.49
"SWANGER",3084,96.08,0.58,0.45,1.69,1.2
"WINNINGHAM",3084,89.3910608939106,5.31946805319468,0.61993800619938,1.42985701429857,3.23967603239676
"LIPPINCOTT",3083,96.3903609639036,0.35996400359964,0.54994500549945,1.26987301269873,1.42985701429857
"DAKE",3082,93.93,1.59,0.52,0.84,3.12
"GOLDSBERRY",3082,83.42,11.65,0.42,1.75,2.76
"MURAWSKI",3081,97.11,0.0799999999999983,0.42,1.27,1.12
"SEIDL",3081,96.14,0.36,0.68,1.62,1.2
"WOOLFOLK",3081,28.66,64.2,0.39,2.99,3.76
"HOBART",3080,95.1095109510951,0.32003200320032,0.84008400840084,1.56015601560156,2.17021702170217
"KIMBER",3080,68.3468346834683,27.6927692769277,0.29002900290029,1.46014601460146,2.21022102210221
"NILSSON",3079,95.4995499549955,0.45004500450045,0.71007100710071,2.01020102010201,1.33013301330133
"STOUGH",3079,95.7895789578958,1.46014601460146,0.55005500550055,0.71007100710071,1.49014901490149
"ALMENDAREZ",3078,6.82068206820682,0.68006800680068,0.36003600360036,91.2391239123912,0.9000900090009
"NEVELS",3078,46.04,49.61,0.39,1.46,2.5
"DENMARK",3077,65.5865586558656,31.3031303130313,0.42004200420042,0.97009700970097,1.72017201720172
"FASANO",3077,93.79,0.23,0.78,3.05,2.15
"LATHAN",3077,41.37,54.27,0.344999999999999,0.97,3.045
"MOSELY",3077,34.4834483448345,61.5961596159616,0.29002900290029,1.36013601360136,2.27022702270227
"SALMONS",3077,95.6195619561956,1.4001400140014,0.16001600160016,1.36013601360136,1.46014601460146
"STENGEL",3077,95.71,0.330000000000005,0.55,2.4,1.01000000000001
"DROWN",3076,85.4,10.99,0.42,1.63,1.56
"FELICE",3076,91.68,1.63,0.289999999999999,4.52,1.88
"MENDIETA",3076,6.01060106010601,0.16001600160016,0.81008100810081,92.2392239223922,0.78007800780078
"CALLIHAN",3075,93.4206579342066,2.92970702929707,0.45995400459954,1.71982801719828,1.46985301469853
"HOWZE",3075,33.04,62.08,0.395000000000003,1.59,2.895
"POLSTON",3075,93.2906709329067,3.18968103189681,0.25997400259974,1.55984401559844,1.6998300169983
"VIDRINE",3075,95.28,1.92,0.115000000000002,1.5,1.185
"EAKINS",3074,87.57,8.78,0.39,1.56,1.7
"FEATHERSTONE",3074,69.7169716971697,25.6325632563256,0.55005500550055,1.5001500150015,2.6002600260026
"LEEK",3074,87.12,8.98,1.04,1.3,1.56
"ASUNCION",3073,4.78,0.424999999999997,71.36,14.81,8.625
"ATHEY",3073,94.37,2.64,0.26,1.07,1.66
"LAJOIE",3073,94.66,1.43,0.52,1.24,2.15
"ASHBAUGH",3072,95.96,0.23,0.36,1.82,1.63
"MORRISSETTE",3072,75.2675267526753,20.2120212021202,0.49004900490049,1.82018201820182,2.21022102210221
"ORMAN",3072,94.76,1.07,0.57,1.73,1.87
"PEART",3072,54.98,37.4,0.65,3.52,3.45
"HAMNER",3071,89.19,6.61,0.26,2.15,1.79
"DIETER",3070,97.13,0.150000000000006,0.29,1.21,1.22000000000001
"DRY",3070,83.58,7.23,0.59,1.17,7.43
"TERRONES",3070,7.88,0.144999999999996,0.144999999999996,90.98,0.85
"ZELL",3070,93.81,2.44,0.390000000000001,2.12,1.24
"BAKKER",3069,94.88,1.92,0.65,1.37,1.18
"BANISTER",3069,85.7685768576858,9.84098409840984,0.85008500850085,1.82018201820182,1.72017201720172
"CAMPUZANO",3069,8.37,0.16,0.123333333333335,91.1,0.24666666666667
"REVELES",3069,6.48064806480648,0.42004200420042,0.16001600160016,92.3192319231923,0.62006200620062
"ARCEO",3068,3.88,0.23,18.12,76.56,1.21
"DHILLON",3068,4.68953104689531,0.22997700229977,85.3614638536146,1.75982401759824,7.95920407959204
"GINSBURG",3068,96.25,0.130000000000003,0.72,1.69,1.21
"GO",3068,5.87,0.410000000000004,87.74,1.89,4.09
"NORMAND",3068,92.5792579257926,3.68036803680368,0.46004600460046,1.3001300130013,1.98019801980198
"RUBINSTEIN",3068,93.45,0.164999999999999,0.42,4.27,1.695
"SHAVERS",3068,23.92,71.84,0.149999999999999,1.4,2.69
"ARENS",3067,96.8,0.23,0.145000000000003,1.83,0.995000000000003
"CISCO",3067,77.3477347734773,8.15081508150815,1.43014301430143,5.97059705970597,7.1007100710071
"CLUTTER",3067,95.99,0.55,0.49,1.63,1.34
"HACKLER",3067,90.4590459045905,4.66046604660466,0.39003900390039,2.18021802180218,2.31023102310231
"JAQUES",3067,77.31,1.63,0.33,18.62,2.11
"TRAXLER",3067,92.66,3.81,0.280000000000001,1.99,1.26
"CERON",3066,4.31,0.62,0.145000000000003,94.52,0.405000000000003
"GILLENWATER",3066,91.3808619138086,4.85951404859514,0.22997700229977,1.20987901209879,2.31976802319768
"OTTINGER",3066,96.8,0.130000000000003,0.36,1.37,1.34
"STARRETT",3066,96.41,0.16,0.33,1.3,1.8
"BLAKEMORE",3065,69.89,26.46,0.29,1.11,2.25
"CASTER",3065,82.8017198280172,12.3287671232877,0.38996100389961,2.57974202579742,1.8998100189981
"THORSEN",3065,97.13,0.18,0.18,1.21,1.3
"BAUR",3064,94.1394139413941,0.55005500550055,3.13031303130313,0.98009800980098,1.2001200120012
"HALDEMAN",3064,97.72,0.189999999999998,0.46,0.75,0.879999999999998
"HOWER",3064,92.4992499249925,2.48024802480248,0.36003600360036,2.77027702770277,1.89018901890189
"MOLINAR",3064,15.011501150115,0.36003600360036,0.29002900290029,83.5583558355836,0.78007800780078
"MCALPIN",3063,84.4215578442156,10.6089391060894,0.38996100389961,1.7998200179982,2.77972202779722
"OLIVERI",3063,93.7,0.46,0.52,4.18,1.14
"BENGTSON",3062,97.29,0.174999999999997,0.33,1.21,0.994999999999997
"STANDISH",3062,95.3095309530953,0.42004200420042,0.26002600260026,1.5001500150015,2.51025102510251
"BARNA",3061,94.02,0.375,1.57,2.45,1.585
"BLACKSTOCK",3061,84.02,13.1,0.16,1.18,1.54
"CORDOBA",3061,6.27,1.18,1.31,90.69,0.549999999999997
"SCHANTZ",3061,97.62,0.195,0.42,0.95,0.815
"STRACK",3061,93.999399939994,0.26002600260026,0.75007500750075,1.47014701470147,3.52035203520352
"BREESE",3060,94.84,1.34,0.36,1.73,1.73
"HAWKINSON",3060,96.7396739673967,0.36003600360036,0.39003900390039,0.95009500950095,1.56015601560156
"SABA",3060,80.7580758075808,2.25022502250225,3.76037603760376,6.76067606760676,6.47064706470647
"CAMDEN",3059,94.77,0.59,0.75,1.47,2.42
"GWALTNEY",3059,89.15,8.5,0.23,0.85,1.27
"CORLISS",3058,96.14,0.46,0.49,1.34,1.57
"CRUISE",3058,83.16,8.5,0.52,5.72,2.1
"DUGGINS",3058,79.6979697969797,17.0717071707171,0.2000200020002,1.37013701370137,1.66016601660166
"MCNEESE",3058,85.1814818518148,11.1188881111889,0.35996400359964,1.40985901409859,1.92980701929807
"SMIT",3058,90.5290529052905,4.51045104510451,1.11011101110111,1.96019601960196,1.89018901890189
"BURMAN",3057,89.73,4.71,1.64,2.09,1.83
"LAUB",3057,95.2804719528047,0.71992800719928,0.91990800919908,1.7998200179982,1.27987201279872
"KENWORTHY",3056,95.09,0.2,0.62,1.34,2.75
"NUTTALL",3056,94.9394939493949,1.96019601960196,0.36003600360036,1.37013701370137,1.37013701370137
"SANTINI",3056,77.2222777722228,0.55994400559944,0.55994400559944,20.1879812018798,1.46985301469853
"SHABAZZ",3056,1.8,91.82,0.52,2.29,3.57
"SPOHN",3056,96.37,0.2,0.33,1.24,1.86
"STJEAN",3056,74.31,20.39,0.16,0.75,4.39
"WILLISON",3056,91.2,5.2,0.46,1.41,1.73
"GERRY",3055,88.38,5.53,0.95,2.39,2.75
"KOEPKE",3055,96.5,0.325000000000003,0.62,1.08,1.475
"MANES",3055,90.38,1.6,0.98,3.8,3.24
"MCLAMB",3055,83.11,14.66,0.2,0.62,1.41
"OGBURN",3054,72.4,24.13,0.39,1.64,1.44
"REESER",3054,97.18,0.2,0.23,1.67,0.72
"BREWTON",3053,47.79,47.76,0.33,1.41,2.71
"CARRERO",3053,13.56,0.85,0.200000000000003,84.57,0.820000000000003
"LIVERMORE",3053,91.88,3.21,0.49,2.13,2.29
"RISINGER",3053,95.5004499550045,0.58994100589941,0.32996700329967,1.8998100189981,1.67983201679832
"WEGENER",3053,96.76,0,0.69,1.18,1.37
"HARSH",3051,96.4503549645035,0.65993400659934,1.01989801019898,0.78992100789921,1.07989201079892
"LECOMPTE",3051,86.7813218678132,4.45955404459554,0.68993100689931,1.96980301969803,6.0993900609939
"UTTERBACK",3051,95.5195519551955,1.54015401540154,0.49004900490049,0.95009500950095,1.5001500150015
"BAPTISTA",3050,54.89,5.67,8.82,12.36,18.26
"FOSHEE",3050,93.05,3.51,0.43,1.11,1.9
"GRAVELY",3050,63.34,33.64,0.294999999999995,0.69,2.03499999999999
"HONEA",3050,93.7,0.49,0.33,2.23,3.25
"SCHNABEL",3050,97.11,0,0.43,1.41,1.05
"STRYKER",3050,95.64,1.31,0.49,1.41,1.15
"TING",3050,5.92940705929407,0.42995700429957,88.4211578842116,1.14988501149885,4.06959304069593
"COURSON",3049,96.65,0.52,0.3,1.02,1.51
"GOYETTE",3049,96.16,0.85,0.36,0.89,1.74
"LAURENCE",3049,82.13,10.79,0.52,2.33,4.23
"LEITCH",3049,92.65,3.87,0.72,1.44,1.32
"RENEAU",3049,81.0718928107189,11.4788521147885,0.42995700429957,3.27967203279672,3.73962603739626
"TASKER",3049,86.988698869887,9.15091509150915,0.75007500750075,1.54015401540154,1.57015701570157
"RANGE",3048,58.73,34.15,1.35,3.44,2.33
"TILSON",3048,88.81,7.61,0.43,1.12,2.03
"VOIGHT",3048,95.41,0.49,0.59,2.2,1.31
"BOICE",3047,93.4,2.13,0.69,1.64,2.14
"DUFRENE",3047,94.9405059494051,1.93980601939806,0.1999800019998,0.81991800819918,2.0997900209979
"HALLAM",3047,94.19,0.53,0.69,2.56,2.03
"LENARD",3046,69.8969896989699,25.2125212521252,0.26002600260026,1.12011201120112,3.51035103510351
"SHREWSBURY",3046,96.26,0.39,0.26,1.15,1.94
"SISTRUNK",3046,54.27,41.66,0.329999999999998,1.31,2.43
"STURGES",3046,87.2987298729873,7.94079407940794,0.59005900590059,1.54015401540154,2.63026302630263
"WEITZ",3046,95.96,0.380000000000003,0.72,1.28,1.66
"CALLEN",3045,88.4788478847885,7.09070907090709,0.59005900590059,2.13021302130213,1.71017101710171
"CARNEVALE",3045,96.32,0.3,0.43,1.9,1.05
"HEPNER",3045,96.52,0.36,0.46,1.51,1.15
"OSHAUGHNESSY",3045,97.27,0.130000000000003,0.53,1.05,1.02
"WEHNER",3045,97.11,0.76,0.225000000000001,0.76,1.145
"MOUSER",3044,94.5194519451945,0.46004600460046,0.33003300330033,1.31013101310131,3.38033803380338
"WINGERT",3044,96.9196919691969,0.16001600160016,0.2000200020002,1.77017701770177,0.95009500950095
"PALMORE",3043,39.93,55.44,0.33,1.81,2.49
"ALCAZAR",3042,5.42,0.234999999999999,3.98,89.64,0.724999999999999
"ELIA",3042,86.42,1.94,3.29,3.88,4.47
"RUGG",3042,94.38,1.48,0.33,2.47,1.34
"AVITIA",3041,3.19,0.3,0.0949999999999989,96.09,0.324999999999999
"PENTON",3041,81.06,6.28,0.72,10,1.94
"BRISCO",3040,44.97,51.18,0.26,1.35,2.24
"AMBROSIO",3039,55.3155315531553,0.36003600360036,7.96079607960796,33.8633863386339,2.5002500250025
"WARDLOW",3039,70.4129587041296,25.6674332566743,0.42995700429957,1.37986201379862,2.10978902109789
"BUGGS",3038,9.81,85.94,0.185000000000002,2.17,1.895
"DITTMER",3038,96.87,0.234999999999999,0.49,0.92,1.485
"LEAF",3038,89.93,2.14,1.15,1.48,5.3
"ROWLES",3038,90.22,6.32,0.46,0.92,2.08
"SCHWEIZER",3038,96.21,0.100000000000001,0.59,1.78,1.32
"PULEO",3036,96.01,0.36,0.169999999999995,2.6,0.859999999999995
"CARDINALE",3035,94.53,0.0799999999999983,0.2,3.99,1.2
"HAUGHTON",3035,41.65,52.52,0.199999999999996,2.83,2.8
"VADEN",3035,71.5371537153715,24.5824582458246,0.16001600160016,1.55015501550155,2.17021702170217
"MINARD",3034,89.49,5.6,0.4,1.88,2.63
"RUDDY",3034,95.3595359535954,0.26002600260026,0.56005600560056,2.67026702670267,1.15011501150115
"SEGUIN",3034,90.1190119011901,0.16001600160016,1.35013501350135,6.92069206920692,1.45014501450145
"STALKER",3033,91.16,1.19,0.73,2.04,4.88
"BENNINGTON",3032,95.970402959704,0.42995700429957,0.15998400159984,1.38986101389861,2.04979502049795
"BROADUS",3032,46.0753924607539,50.3249675032497,0.22997700229977,1.08989101089891,2.27977202279772
"HILT",3032,89.3189318931893,6.46064606460646,0.26002600260026,1.55015501550155,2.41024102410241
"WORKS",3032,62.99,31.5,0.46,1.85,3.2
"BUSTER",3030,74.7125287471253,16.6983301669833,0.16998300169983,3.16968303169683,5.24947505249475
"ENGELS",3030,95.54,1.09,0.63,1.35,1.39
"HADDIX",3030,91.52,4.88,0.53,1.32,1.75
"BOPP",3029,95.8495849584959,0.79007900790079,0.26002600260026,1.95019501950195,1.15011501150115
"RECKER",3029,98.05,0.46,0.149999999999999,0.46,0.879999999999999
"WILTON",3029,88.2888288828883,5.22052205220522,0.36003600360036,4.09040904090409,2.04020402040204
"BOOTS",3028,91.3708629137086,3.66963303669633,0.72992700729927,1.74982501749825,2.47975202479752
"COSTANTINO",3028,94.4105589441056,0.2999700029997,0.4999500049995,3.3996600339966,1.38986101389861
"FALKNER",3028,84.1184118411841,12.5812581258126,0.36003600360036,1.02010201020102,1.92019201920192
"MCGARY",3028,71.99,25.07,0.120000000000005,1.35,1.47
"TENNISON",3028,81.18,12.68,0.43,1.85,3.86
"HOLZ",3027,96.2096209620962,0.53005300530053,0.56005600560056,1.42014201420142,1.28012801280128
"LOFGREN",3027,95.61,0.53,0.59,1.49,1.78
"PUTNEY",3027,89.6989698969897,6.9006900690069,0.79007900790079,1.49014901490149,1.12011201120112
"CHRISTNER",3026,96.6,0.23,0.69,1.29,1.19
"FRUGE",3026,85.46,10.71,0.26,1.62,1.95
"VASSAR",3026,78.2521747825217,16.2583741625837,0.35996400359964,1.58984101589841,3.53964603539646
"PEARLMAN",3025,96.69,0.219999999999999,0.56,1.22,1.31
"SPOON",3025,92.99,2.25,0.56,1.22,2.98
"VANKIRK",3025,96.36,0.3,0.53,0.99,1.82
"GUERTIN",3024,96.99,0.23,0.5,1.22,1.06
"MEECE",3024,96.06,0.89,0.3,1.49,1.26
"PETTERSON",3024,80.1219878012199,14.2885711428857,0.62993700629937,3.10968903109689,1.84981501849815
"SARTAIN",3024,93.65,1.92,0.53,2.38,1.52
"CARDILLO",3023,94.84,0.0649999999999977,0.53,3.74,0.824999999999998
"PRIMM",3023,71.4128587141286,25.6374362563744,0.32996700329967,0.85991400859914,1.75982401759824
"DRYER",3020,89.2010798920108,6.98930106989301,0.4999500049995,1.65983401659834,1.64983501649835
"CHAISSON",3019,78.37,13.58,0.33,1.82,5.9
"DANE",3019,87.7187718771877,2.91029102910291,5.5005500550055,1.92019201920192,1.95019501950195
"HARTSHORN",3019,94.04,1.49,0.66,1.49,2.32
